lat,lng
40.752733,-73.553038
40.7617483985785,-73.55254300878629
40.76190099547537,-73.54356757712345
40.75274452395822,-73.54377472768445
40.74405113852816,-73.54374182640636
40.74415059382111,-73.55296194790736
40.74391429643961,-73.56197778943513
40.7530977048072,-73.5616271156643
40.76187158078489,-73.56154513948432
40.771053530700904,-73.5618409601967
40.77122529132247,-73.55265775588724
40.771027583836464,-73.54361754103999
40.77076815247522,-73.5349986395821
40.76188236122588,-73.53497770159375
40.753169953006825,-73.53493391057822
40.74415056184726,-73.53492151212815
40.73507815724333,-73.5350119363537
40.7347381329074,-73.54375723652755
40.73508978135055,-73.55257193162328
40.73506300596591,-73.5620232688918
40.73491953935488,-73.57056694171384
40.743904249944684,-73.57077805172827
40.75283935024151,-73.57078494714533
40.762017264081386,-73.57093581833567
40.770887473198094,-73.57086658004576
40.779982460690285,-73.57094921738539
40.78003579138802,-73.56196873302518
40.77996877958783,-73.55280159041803
40.77980848849104,-73.54378146259728
40.77984158044065,-73.53473554184362
40.780121089071656,-73.52557235435826
40.77086284008735,-73.52556814106931
40.76207096908269,-73.52560855158137
40.75284417059454,-73.52575424394432
40.74385249985184,-73.5259512946581
40.73514088463624,-73.52603076074689
40.725773712731765,-73.52563626065779
40.72611835830204,-73.5349339525181
40.726146784066884,-73.54373369777242
40.725815397717895,-73.55255885334245
40.72621095359819,-73.56167015732888
40.725847253621815,-73.57102836485805
40.72605536592904,-73.57976521748796
40.73479568941302,-73.57988915493013
40.74381073150707,-73.57989310201746
40.75282947996889,-73.57995571076707
40.76183957217422,-73.58001939741749
40.77105060272334,-73.57957916671243
40.7802278146539,-73.57967871962461
40.78894734315285,-73.57986671490777
40.78874447519935,-73.57098937821381
40.78905027869675,-73.56174605674816
40.788868663184466,-73.55260642434037
40.78878384579851,-73.54379587603235
40.78899695999856,-73.53484630579293
40.789030160570235,-73.52591150082091
40.78903656117662,-73.51669480027823
40.780149703686185,-73.51685795724549
40.77115599107371,-73.51669550598191
40.76213154733629,-73.51689056369938
40.753131903244935,-73.51670077385079
40.74412396072911,-73.51697502696541
40.73513813362218,-73.51691311135394
40.726195202255376,-73.51698687716498
40.716829713137024,-73.51659337333727
40.716918540580046,-73.52580400247642
40.71706817258611,-73.53457956891489
40.71716937993424,-73.54375007536214
40.71704480112007,-73.5530335250655
40.717219608042704,-73.5617416582168
40.71709033083823,-73.57058565055598
40.717145647306495,-73.58003024314199
40.717149591530934,-73.58868576770317
40.72620265683326,-73.58899558988026
40.734925154891656,-73.58855619874763
40.74377181591635,-73.58857960445316
40.753109841139874,-73.5887658902589
40.76188699393462,-73.58866311552076
40.771127953684754,-73.58890028461028
40.77992915381982,-73.5885900544421
40.78891505285215,-73.58862783400613
40.79817475455357,-73.58856009678999
40.79812820714489,-73.57992204211078
40.797917388088315,-73.5708156894648
40.79820136703936,-73.56162552150565
40.79811485101803,-73.55267177400282
40.79795434453599,-73.54399056176635
40.798214798874284,-73.53454189279846
40.798142481760046,-73.52583213818835
40.7981977390349,-73.51660152317783
40.79782796995737,-73.507641893592
40.788873804196044,-73.50787552603558
40.77973693642799,-73.50796299945695
40.77110821043593,-73.50772484580231
40.76186798573756,-73.50797175916553
40.753012967482924,-73.50756040548431
40.743799469917,-73.5076732857312
40.73475137565635,-73.50786664525984
40.725888242145636,-73.50771737955124
40.71690483813237,-73.5078340938301
40.70799284804523,-73.50775600854033
40.708054744169075,-73.51695776180466
40.70797478199971,-73.52563684745242
40.70796561591398,-73.53459296594903
40.70813697214164,-73.54357178038104
40.70796741472125,-73.55298113377174
40.70817543399657,-73.56202776157741
40.70776122489334,-73.57058167612826
40.70821311348619,-73.58002167599537
40.708161762592134,-73.58900611011919
40.70802011095754,-73.59766314884209
40.716824159463215,-73.5976131082827
40.725830506596246,-73.5979504390033
40.73511994508598,-73.59793175005136
40.743740934596694,-73.597784914732
40.75301963539928,-73.59755749051087
40.76209601609836,-73.59780813014706
40.771214893269075,-73.59803796177367
40.78015679071824,-73.59771424289363
40.78883565244501,-73.59795735085669
40.798193272069156,-73.59763917463582
40.80686614588974,-73.59768596922072
40.80695301532531,-73.58854739171736
40.80694128066127,-73.57996174276042
40.807000902014146,-73.57097123512567
40.80699176351075,-73.5615384183871
40.807037970876486,-73.55294483737138
40.80675090464339,-73.54356421519763
40.80722484162502,-73.53466089082934
40.80696627919458,-73.52563674252345
40.80676304608846,-73.51665689352778
40.806802130145485,-73.50799981119447
40.80683513161047,-73.4989243183979
40.79821689370239,-73.49903582950122
40.7890778790469,-73.49865247435204
40.78003703912868,-73.49893339514631
40.771142541424126,-73.49882113394273
40.76203341162566,-73.49888832594152
40.75276725988497,-73.49897024401584
40.74393366496441,-73.49876155462759
40.73507513757511,-73.49902833993583
40.72575172568087,-73.49899917101091
40.716966468689726,-73.49876423252717
40.708037463319606,-73.49882455808834
40.6990856704785,-73.498706081769
40.69891710255196,-73.50757723612698
40.69890441471306,-73.51662814070657
40.698901364169146,-73.52600651664694
40.69897513534434,-73.53497618752573
40.69884364124992,-73.5436217392427
40.69900039749025,-73.55265969856349
40.69918650078286,-73.56172184485621
40.69887103635204,-73.57075168516528
40.69895461368971,-73.5799865015215
40.698822880462735,-73.58873856914887
40.69881506082853,-73.59754167378667
40.69903630852779,-73.60688844673771
40.707823867576685,-73.60691172643261
40.71710014790175,-73.606822252022
40.72587583419852,-73.6068749585401
40.734819597813996,-73.60687910381893
40.74387438861718,-73.60672258845148
40.752906821741675,-73.60688654031614
40.761755388740745,-73.60674721655269
40.77083458727486,-73.60657518620262
40.77996208731175,-73.60657474596091
40.78896996364039,-73.60694091050328
40.79811263548822,-73.60689943242721
40.806884198750296,-73.60666477734068
40.81584636096661,-73.60689954577957
40.815891233298174,-73.597778387464
40.81584047434147,-73.58895021733879
40.815877631321904,-73.57993516219717
40.81618671465852,-73.5708617314667
40.81622592568401,-73.56168198228647
40.81615996609835,-73.5525645150735
40.81607834137956,-73.54375320927106
40.81582059891107,-73.53462098825834
40.81617569790823,-73.52569637214154
40.81616717699574,-73.51700464442314
40.81621821731387,-73.50802717998408
40.81602512428472,-73.49896943961818
40.81618342313717,-73.48989487833146
40.80692032024063,-73.48987132432573
40.79779522611671,-73.48974851322973
40.78897487190415,-73.48976035596331
40.7800927333103,-73.48981174739752
40.770755174387844,-73.48979368158425
40.76177159642872,-73.48986322990955
40.75314226393001,-73.49001781932463
40.744022073796565,-73.48971964912526
40.734983360410936,-73.48975145466525
40.72616307871306,-73.48964415118803
40.717193943995944,-73.4896332966107
40.70815716150202,-73.48964099987165
40.69892707454355,-73.49001026439171
40.68974006483238,-73.48976806006422
40.68999452158665,-73.49864299207778
40.690219014597155,-73.50772935685175
40.68991793684228,-73.51684450418499
40.690083288219085,-73.52593884135176
40.689940580698476,-73.5349822472435
40.69013321565338,-73.54371185457053
40.69005723961749,-73.55255825967602
40.69000786693788,-73.56168206630797
40.690045150833264,-73.57093261933997
40.69007662015649,-73.5796539699785
40.6901943457797,-73.58888961312907
40.68977900815033,-73.59775740004835
40.68983454958746,-73.60699794230953
40.68996024394301,-73.6159570937204
40.699229415499296,-73.61577557874753
40.70780787845878,-73.61583156353169
40.71693782075887,-73.61562803769131
40.72622820853186,-73.6156513076762
40.73485203750241,-73.6159651874772
40.74398406657463,-73.61554008699387
40.752739028998775,-73.61590713452513
40.76199403022039,-73.61568839115526
40.77106677013928,-73.61579758647932
40.77985084896039,-73.61566848414016
40.78911536393502,-73.61595615969608
40.79784469180014,-73.61570594542835
40.80717612991243,-73.61589654939479
40.81576809249729,-73.61591018706483
40.824820236165024,-73.61567788466607
40.82502917887461,-73.60694588845541
40.82521052490025,-73.59788882335131
40.82515660241139,-73.58877544936115
40.82499739921059,-73.58002073053919
40.82500811495249,-73.57095009214473
40.82518573705968,-73.56154045190968
40.8250935680109,-73.55290409968647
40.82510772291298,-73.54387042860405
40.82518476496718,-73.53457247685319
40.825095882110524,-73.5256773789336
40.8251220364285,-73.51679772884049
40.825003153761756,-73.5079508364933
40.825114848814074,-73.49854191763858
40.825110164127025,-73.4897312482444
40.8248131940997,-73.48090276232931
40.816144567929484,-73.48083382629875
40.80692484001686,-73.48095041375775
40.797851179464885,-73.48075705206003
40.78899637586108,-73.48067279652327
40.78004538797106,-73.4808978500036
40.771110688053206,-73.4810222167132
40.76222257088146,-73.4809924213474
40.75316278082475,-73.48056591973233
40.744019710572665,-73.4806025339416
40.735115934195406,-73.48065448139128
40.72607507949936,-73.4806412938921
40.71707077519093,-73.48098118697152
40.70817397862515,-73.48093944976536
40.698780970526926,-73.48060183286476
40.690068474564974,-73.4806787854991
40.68107304904542,-73.48094535895687
40.68119837955605,-73.48995172124754
40.68111933332735,-73.49857314364152
40.68113841463732,-73.50770857562547
40.68106218997668,-73.51692566175267
40.68100957344127,-73.52572477412033
40.680877338503684,-73.53482565354547
40.68103573000405,-73.54373951209989
40.680902824488335,-73.55270849167447
40.681070838961205,-73.56169352227656
40.68108109417082,-73.57085363372143
40.68102528720202,-73.57988522397224
40.68117547930036,-73.58864237326637
40.68114729670941,-73.59758740224464
40.68082488677931,-73.60701520666642
40.68117177478579,-73.61579668124094
40.68102205782571,-73.62464167816533
40.69000953447754,-73.62470370281457
40.6988731749411,-73.62501114853548
40.70813435224038,-73.6250237155379
40.71707966200373,-73.62481929802506
